,Date Occurred,Crime Code,MO Codes,Address,Cross Street,Location,lat_lng,Zipcode
1133805,08/23/2011,121,0527 1206 1409 1415 1822,18900    FRIAR                        ST,,"(34.1857, -118.545)","[34.1857, -118.545]",91335
1133953,07/22/2011,121,1817 1815 0537 1259 0444,18600    HART                         ST,,"(34.1977, -118.5386)","[34.1977, -118.5386]",91335
1134388,09/15/2011,121,1501 1601 0400 0444 0500 1822 0527 0532,WILBUR                       AV,UNKNOWN,"(34.1975, -118.5273)","[34.1975, -118.5273]",91335
1135246,09/25/2011,121,0503 0527 0522 1820 1206 0519 0515 0516 0501 0528,6600    BERTRAND                     AV,,"(34.1903, -118.5244)","[34.1903, -118.5244]",91335
1135360,10/29/2011,121,0516 0532 1601 0500 0527 0913 1409 1415,7300    BALBOA                       BL,,"(34.203, -118.5011)","[34.203, -118.5011]",91406
1136422,12/11/2011,121,1402 1415 1409,5400    WHITE OAK                    AV,,"(34.1686, -118.5186)","[34.1686, -118.5186]",91316
1136568,12/18/2011,121,0532 0448 1401 1601 1402 0444 0527 0913 1415 1409,15700    VANOWEN                      ST,,"(34.1939, -118.4749)","[34.1939, -118.4749]",91406
1137087,10/18/2011,121,2000 1814,4500    BRUNSWICK                    AV,,"(34.1334, -118.269)","[34.1334, -118.269]",91204
1137088,10/19/2011,121,0510 0537 0522 0536 0448 1407 0302 1206 1415 1817,2700 W  SUNSET                       BL,,"(34.0805, -118.2704)","[34.0805, -118.2704]",90026
1137660,01/23/2011,121,0305 0400 0416 0500 0527 1402 1822,4800    TOLAND                       WY,,"(34.1182, -118.2129)","[34.1182, -118.2129]",90041
1137915,01/15/2011,121,0416 0419 0516 0547 0532 0527 1814 2000,2200    CAZADOR                      DR,,"(34.1056, -118.2326)","[34.1056, -118.2326]",90065
1139010,03/15/2011,121,0429 0515 0537 0536 0527 1258 1415 1802,2500 W  AVENUE 30,,"(34.1077, -118.2394)","[34.1077, -118.2394]",90065
1139055,03/23/2011,121,0400 0519 0510 0500 0537 0527 1259 1822,400    BRIDEWELL                    ST,,"(34.1177, -118.1693)","[34.1177, -118.1693]",91030
1139294,03/27/2011,121,0500 0532 0527 1206 1823,5600    MERIDIAN                     ST,,"(34.1207, -118.1964)","[34.1207, -118.1964]",90042
1139995,05/01/2011,121,0400 0429 0500 0527 1822,COOLIDGE,GRIFFITH PARK,"(34.1374, -118.2941)","[34.1374, -118.2941]",90027
1140841,03/09/2011,121,0400 0500 0516 0537 0527 1262 1817,4200    VERDUGO                      RD,,"(34.1271, -118.2321)","[34.1271, -118.2321]",91205
1140895,06/03/2011,121,0500 0527 1206 1262 1402 1822,2900    ANGUS                        ST,,"(34.107, -118.2691)","[34.107, -118.2691]",90039
1141414,06/04/2011,121,0444 1251 1259 1822 0527 1206 1262,HIGHLAND                     PK,HIGHLAND                     PK,"(34.1179, -118.2451)","[34.1179, -118.2451]",90039
1141821,07/09/2011,121,0358 0400 0515 0448 0550 0537 0531 0527 1821,3200    LARGA                        AV,,"(34.1123, -118.2536)","[34.1123, -118.2536]",90039
1142597,08/09/2011,121,0515 0510 0500 0537 0522 1813,200 S  AVENUE 54,,"(34.1059, -118.1958)","[34.1059, -118.1958]",90042
1142984,08/23/2011,121,0500 0527 0913 1206 1402,AVENUE 49,MERIDIAN,"(34.1228, -118.2088)","[34.1228, -118.2088]",90041
1143014,08/23/2011,121,0500 0527 1206 1402 1817,2100    BAXTER                       ST,,"(34.0915, -118.255)","[34.0915, -118.255]",90026
1143401,09/01/2011,121,0360 0527 1814,5000    ECHO                         ST,,"(34.1038, -118.2013)","[34.1038, -118.2013]",90042
1143425,08/26/2011,121,1402 0500 0527 1206 1817 0913,1800 N  AVENUE 53,,"(34.1245, -118.1993)","[34.1245, -118.1993]",90041
1143802,09/18/2011,121,0515 0500 1402 1822 0532 0527,5700    ALDAMA                       ST,,"(34.1157, -118.1942)","[34.1157, -118.1942]",90042
1145102,11/13/2011,121,0537 0536 0527 1259 1814 2000,EAGLE ROCK                   BL,AVENUE 31,"(34.1078, -118.2376)","[34.1078, -118.2376]",90065
1145794,11/23/2011,121,0503 0500 0527 1823,3000    FINCH                        ST,,"(34.112, -118.2609)","[34.112, -118.2609]",90039
1146307,03/25/2011,121,0319 0432 0443 0516 0522 0507 0536 0527 1243 1402,2000 W  74TH                         ST,,"(33.9728, -118.3134)","[33.9728, -118.3134]",90305
1146359,06/24/2011,121,0316 0329 1317 1415,1800 W  50TH                         ST,,"(33.998, -118.3113)","[33.998, -118.3113]",90062
1146388,08/27/2011,121,0416 0522 0508 0527 0603 1415 1814 2000 2002,500 W  59TH                         PL,,"(33.986, -118.2827)","[33.986, -118.2827]",90037
1146474,12/29/2011,121,0906 1309 0344 0342 0370 0537 0527 0940 0429 0448,5800    CRENSHAW                     BL,,"(33.989, -118.3308)","[33.989, -118.3308]",90043
1146525,01/03/2011,121,0302 0421,82ND                         ST,MAIN                         ST,"(33.9654, -118.2739)","[33.9654, -118.2739]",90003
1146781,01/12/2011,121,0305 0344 0429 0444 0537 0527 0906 1251 1415 2000,52ND,WESTERN                      AV,"(33.9951, -118.3089)","[33.9951, -118.3089]",90062
1146929,01/17/2011,121,0344 0400 0527 1402,SLAUSON                      AV,CRENSHAW                     BL,"(33.989, -118.3308)","[33.989, -118.3308]",90043
1147231,01/24/2011,121,0400 0429 0522 0537 0536 0527 0913 1251 1259 1402,5100 S  VAN NESS                     AV,,"(33.9963, -118.3171)","[33.9963, -118.3171]",90062
1147464,01/30/2011,121,0400 0510 0532 0527 0906 0913 1251 1259 1407,5700    3RD                          AV,,"(33.991, -118.3204)","[33.991, -118.3204]",90062
1147963,02/15/2011,121,0360 0443 0522 0444 0537 0527 1243 1415 1813 2000,300 W  76TH                         ST,,"(33.9708, -118.2783)","[33.9708, -118.2783]",90003
1148540,03/07/2011,121,0444 0537 0536 0527 1414 1605 1814 2000,100 E  84TH                         PL,,"(33.9619, -118.2739)","[33.9619, -118.2739]",90003
1148895,03/15/2011,121,0312 0319 0334 0510 0532 0526 0527 1313 1415 2000,SLAUSON                      AV,CRENSHAW                     BL,"(33.989, -118.3308)","[33.989, -118.3308]",90043
1150112,04/17/2011,121,0369 0421 0418 0432 0510 0536 0532 1310 1402 1822,SLAUSON,HARBOR                       FY,"(33.9892, -118.2806)","[33.9892, -118.2806]",90037
1150292,04/24/2011,121,0342 0512 0532 0537 0527 1206,71ST                         ST,VERMONT                      AV,"(33.9755, -118.2916)","[33.9755, -118.2916]",90003
1150388,04/23/2011,121,0319 0400 0532 0536 0527 2000,2000 W  SLAUSON                      AV,,"(33.9891, -118.3139)","[33.9891, -118.3139]",90062
1150422,04/26/2011,121,0345 0408 0511 0516 0508 0527 1261 1402 1415 1822,7100 S  VERMONT                      AV,,"(33.9831, -118.2915)","[33.9831, -118.2915]",90037
1150554,02/26/2011,121,0334 0400 0416 0527 1305 1309 1822,84TH                         ST,GRAND                        AV,"(33.9632, -118.2803)","[33.9632, -118.2803]",90003
1150615,05/02/2011,121,0421 0515 0516 0510 0536 0537 0526 0527 1305 1415,MANCHESTER,GRAMERCY                     PL,"(33.96, -118.3134)","[33.96, -118.3134]",90047
1150785,05/06/2011,121,0319 0334 0516 0507 0449 0542 0531 0527 1215 1415,57TH                         ST,FLOWER,"(33.9906, -118.2809)","[33.9906, -118.2809]",90037
1151215,05/11/2011,121,0429 0527 1243 1251 1402 2000,800 W  69TH                         ST,,"(33.9773, -118.2871)","[33.9773, -118.2871]",90003
1151462,05/22/2011,121,0319 0334 0443 0516 0449 0527 0908 1309 1310 1409,49TH                         ST,FLOWER                       AV,"(33.9983, -118.2813)","[33.9983, -118.2813]",90037
1151469,05/23/2011,121,0345 0409 0408 0421 0516 0510 0527 0908 1415 1822,70TH                         ST,HOOVER                       ST,"(33.9764, -118.2871)","[33.9764, -118.2871]",90003
1151810,05/24/2011,121,0416 0432 0500 0913 1402 2000,7200 S  SAN PEDRO                    ST,,"(33.9747, -118.2695)","[33.9747, -118.2695]",90003
1151962,06/04/2011,121,0344 0418 0432 0527 0906 0908 1215 1251 1402 1415,8400 S  FIGUEROA                     ST,,"(33.9626, -118.2827)","[33.9626, -118.2827]",90003
1152115,06/06/2011,121,0515 0527,46TH,WESTERN,"(34.0019, -118.3089)","[34.0019, -118.3089]",90062
1152280,06/11/2011,121,0423 0436 0530 0537 0526 0527 1309 1415 1414 1402,67TH                         ST,RAYMOND                      AV,"(33.9785, -118.2981)","[33.9785, -118.2981]",90037
1152470,06/17/2011,121,0507 0500 0531 0532 0527 0913 1251 1259,100 E  82ND                         ST,,"(33.9654, -118.2739)","[33.9654, -118.2739]",90003
1152492,06/18/2011,121,0338 0429 0444 0537 0522 0527 0913 1402 1415 1817,900 E  74TH                         ST,,"(33.973, -118.2586)","[33.973, -118.2586]",90001
1152644,06/20/2011,121,0537 0522 0527 0913 1402 1415,1200 W  48TH                         ST,,"(33.9996, -118.2959)","[33.9996, -118.2959]",90037
1153109,07/01/2011,121,0342 0507 0537 0522 0527 0913 1251 1309 1402 1415,4200 W  59TH                         ST,,"(33.9871, -118.3475)","[33.9871, -118.3475]",90043
1153341,02/01/2011,121,0342 0421 0448 0537 0532 0526 0522 0527 0913 1251,5000 S  WILTON                       PL,,"(33.9976, -118.3149)","[33.9976, -118.3149]",90062
1153516,07/13/2011,121,0432 0448 0537 0534 0523 0527 1215 1251 1402 1822,71ST,FLOWER,"(33.9756, -118.2813)","[33.9756, -118.2813]",90003
1153952,07/24/2011,121,0400 0515 0516 0503 0527 0906 1415 1409 1801 1814,200 W  78TH                         ST,,"(33.9689, -118.2761)","[33.9689, -118.2761]",90003
1154273,07/24/2011,121,0510 0537 0536 1022 1251 1300 1259 1805,81ST,WESTERN,"(33.9655, -118.309)","[33.9655, -118.309]",90047
1154285,08/02/2011,121,0319 0408 0419 0449 0537 0527 0908 1309 1415 1409,WESTERN                      AV,HOBART                       AV,"(33.9789, -118.2981)","[33.9789, -118.2981]",90037
1154755,08/15/2011,121,0319 0416 0429 0550 0527 1241 1309 1415 1814 2000,4000 W  60TH                         ST,,"(33.9853, -118.344)","[33.9853, -118.344]",90043
1154962,08/20/2011,121,0305 0327 0429 0444 0537 0536 0527 0526 1251 1415,5400    4TH                          AV,,"(33.9932, -118.3214)","[33.9932, -118.3214]",90062
1156342,09/25/2011,121,0345 0429 0444 0537 0531 0536 0527 0522 1415 2002,53RD                         ST,HOOVER,"(33.9942, -118.2871)","[33.9942, -118.2871]",90037
1156468,09/30/2011,121,0444 0537 0536 0526 0527 1251 1259 1814 2000,1300 W  57TH                         ST,,"(33.991, -118.298)","[33.991, -118.298]",90037
1157666,10/30/2011,121,0537 0527 1305 1309 1415 1822,57TH                         ST,FIGUEROA                     ST,"(33.9905, -118.2827)","[33.9905, -118.2827]",90037
1157739,06/01/2011,121,0302 0319 0416 0519 0507 0527 1202 1309 1820,1300 W  FLORENCE                     AV,,"(33.9746, -118.2981)","[33.9746, -118.2981]",90044
1157830,11/02/2011,121,0516 0532 0527 1309 1310,SLAUSON                      AV,FIGUEROA,"(33.9892, -118.2827)","[33.9892, -118.2827]",90037
1158095,07/08/2011,121,0510 0537 0536 0527 0558 1251 1258,1500 W  47TH                         ST,,"(34.001, -118.3056)","[34.001, -118.3056]",90062
1158226,11/13/2011,121,0319 0408 0519 0507 0503 0527 0908 1215 1309 1415,57TH                         ST,FLOWER                       AV,"(33.9906, -118.2809)","[33.9906, -118.2809]",90037
1158231,10/14/2011,121,0416 0519 0508 0537 0532 0527 2000,5500    3RD                          AV,,"(33.9925, -118.3203)","[33.9925, -118.3203]",90062
1159435,12/15/2011,121,1402 0516 0537 0527 1310 1913,82ND                         ST,HARBOR                       FY,"(33.9622, -118.285)","[33.9622, -118.285]",90003
1159556,12/18/2011,121,1309 0302 0516 0449 0527 0526 0908 1215,57TH                         ST,HOOVER,"(33.9905, -118.2871)","[33.9905, -118.2871]",90037
1159739,12/23/2011,121,1309 0416 0319 0408 0344 1402 1822 0537 0527 1310,54TH                         ST,FIGUEROA,"(33.9933, -118.2827)","[33.9933, -118.2827]",90037
1159927,12/29/2011,121,1822 1402 0527 1415,FLORENCE,FIGUEROA,"(33.9747, -118.2827)","[33.9747, -118.2827]",90003
1159937,12/30/2011,121,0334 0342 0421 0418 0519 0508 0501 0536 0527 1415,4900 S  GRAMERCY                     PL,,"(33.999, -118.3138)","[33.999, -118.3138]",90062
1159992,02/23/2011,121,0319 0342 0400 0507 0537 0527 0906 0913 1206 1415,100 W  70TH                         ST,,"(33.9765, -118.2739)","[33.9765, -118.2739]",90003
1160197,01/01/2011,121,0319 0421 0527 0913 1206 1409,23RD                         ST,GRAND                        AV,"(34.0292, -118.2706)","[34.0292, -118.2706]",90007
1160342,01/08/2011,121,0519 0510 0500 0537 0536 0913 1415,5900 S  BROADWAY,,"(33.9869, -118.2783)","[33.9869, -118.2783]",90037
1160405,01/11/2011,121,0409 0418 0432 0532 0527 1251 1259 1305 1309 1415,SLAUSON                      AV,MAIN                         ST,"(33.9892, -118.2739)","[33.9892, -118.2739]",90037
1160662,01/21/2011,121,0500 0554,100 E  61ST                         ST,,"(33.9843, -118.2739)","[33.9843, -118.2739]",90037
1161323,02/20/2011,121,0432 0500 1022 1310 1402,23RD                         ST,GRAND,"(34.0292, -118.2706)","[34.0292, -118.2706]",90007
1161721,03/06/2011,121,0400 0516 0537 0532 0527 0913 1251 1259 1409 2002,4000    ADAIR                        ST,,"(34.0112, -118.2692)","[34.0112, -118.2692]",90011
1162122,03/27/2011,121,0429 0527 1415,100 E  FLORENCE                     AV,,"(33.9747, -118.2739)","[33.9747, -118.2739]",90003
1162876,04/27/2011,121,0500 1402,1400 E  56TH                         ST,,"(33.9921, -118.2499)","[33.9921, -118.2499]",90011
1163091,04/18/2011,121,0400 0527 1409 1823,1600 S  COMPTON                      AV,,"(34.0234, -118.2438)","[34.0234, -118.2438]",90021
1163774,05/22/2011,121,0400 0913 1309 1415 1814,900 E  32ND                         ST,,"(34.0153, -118.2605)","[34.0153, -118.2605]",90011
1163984,06/08/2011,121,0216 0345 0537 0527 1022 1259 1309 1415 1409,GRAND                        AV,57TH                         ST,"(33.9906, -118.28)","[33.9906, -118.28]",90037
1164109,06/13/2011,121,0202 0305 0345 0369 0500 0527 1415 1409,62ND,GRAND,"(33.9833, -118.28)","[33.9833, -118.28]",90037
1164264,06/19/2011,121,0344 0418 0527 1309 1415 1409,CENTRAL                      AV,ADAMS,"(34.0188, -118.2549)","[34.0188, -118.2549]",90011
1164287,06/17/2011,121,0512 0444 0537 1415 1402 1814 2000,200 E  67TH                         ST,,"(33.9788, -118.2717)","[33.9788, -118.2717]",90003
1164365,06/22/2011,121,0305 0400 0537 0532 0527 1415 1409,8TH                          ST,SAN PEDRO                    ST,"(34.0378, -118.2483)","[34.0378, -118.2483]",90014
1164859,07/12/2011,121,0500 0906 1814 1262,1000 E  7TH                          ST,,"(34.0385, -118.2437)","[34.0385, -118.2437]",90014
1165098,01/01/2011,121,0361 0444 0551 0537 0527 0522 0603 0913 1258 1251,100 W  50TH                         ST,,"(33.9974, -118.274)","[33.9974, -118.274]",90037
1166618,09/02/2011,121,0312 0334 0342 0416 0527 0906 0907 1206 1259 1309,21ST                         ST,CENTRAL                      AV,"(34.0221, -118.2519)","[34.0221, -118.2519]",90021
1167190,10/13/2011,121,0305 0319 0444 0542 0531 0913,100 E  58TH                         ST,,"(33.9898, -118.2739)","[33.9898, -118.2739]",90037
1167527,10/02/2011,121,0400 0522 0503 0551 0537 0536 0527 0913 1251 1259,4200 S  OLIVE                        ST,,"(34.0074, -118.2794)","[34.0074, -118.2794]",90037
1167825,07/09/2011,121,,300 W  47TH                         ST,,"(34.0011, -118.2783)","[34.0011, -118.2783]",90037
1168096,11/19/2011,121,0416 0500 1300,CENTRAL,40TH                         ST,"(34.0102, -118.2565)","[34.0102, -118.2565]",90011
1168147,11/23/2011,121,0342 2000 1814 0527 0913 1206 1415 2004,MARTIN LUTHER KING JR        BL,HILL                         ST,"(34.0111, -118.28)","[34.0111, -118.28]",90037
1169076,04/14/2011,121,0527 1402,LINCOLN                      BL,MANCHESTER                   AV,"(33.9598, -118.4188)","[33.9598, -118.4188]",90045
1169099,05/21/2011,121,0400 0527 1402,3200    VETERAN                      AV,,"(34.0268, -118.4216)","[34.0268, -118.4216]",90064
1169105,05/30/2011,121,0400 0527 1402,13600    MARINA POINTE                DR,,"(33.9857, -118.4435)","[33.9857, -118.4435]",90292
1169651,01/22/2011,121,1402,PALMS                        BL,MOTOR,"(34.0264, -118.4085)","[34.0264, -118.4085]",90034
1170285,02/18/2011,121,,12100 W  JEFFERSON                    BL,,"(33.9826, -118.4069)","[33.9826, -118.4069]",90094
1170480,02/24/2011,121,,8600    BELFORD                      AV,,"(33.9599, -118.3839)","[33.9599, -118.3839]",90045
1170520,02/24/2011,121,0527,MAIN                         ST,ROSE                         AV,"(33.9962, -118.4777)","[33.9962, -118.4777]",90405
1170623,03/05/2011,121,0527 1402,4400    INGLEWOOD                    BL,,"(33.9962, -118.4198)","[33.9962, -118.4198]",90066
1172678,05/17/2011,121,1402 1415,PALMS,MOTOR,"(34.0264, -118.4085)","[34.0264, -118.4085]",90034
1173195,06/05/2011,121,0519 0527 1402,11800    VENICE                       BL,,"(34.0083, -118.425)","[34.0083, -118.425]",90066
1173281,03/25/2011,121,0500,13000    VENICE                       BL,,"(33.9994, -118.442)","[33.9994, -118.442]",90066
1173432,06/11/2011,121,0400 0419 0500 1402,PACIFIC,WASHINGTON,"(33.9798, -118.4656)","[33.9798, -118.4656]",90291
1174129,07/08/2011,121,0527 1402,8600    AIRPORT                      BL,,"(33.9599, -118.3855)","[33.9599, -118.3855]",90045
1174620,07/23/2011,121,,OCEAN FRONT,VENICE                       BL,"(33.9843, -118.4713)","[33.9843, -118.4713]",90291
1175065,08/06/2011,121,0500 1402,11100    WESTMINSTER                  AV,,"(34.0181, -118.4213)","[34.0181, -118.4213]",90066
1175457,08/22/2011,121,0400 0512 0515 0516 0510 0517 0503 0501 0527 1402,00 S  VENICE                       BL,,"(33.9841, -118.4704)","[33.9841, -118.4704]",90291
1175550,08/24/2011,121,0507,CENTINELA,CULVER,"(33.991, -118.4209)","[33.991, -118.4209]",90094
1176084,09/13/2011,121,0537 0913 1402 1415,3200    CARTER                       AV,,"(33.9878, -118.4461)","[33.9878, -118.4461]",90292
1176730,09/23/2011,121,1415,4400    INGLEWOOD                    BL,,"(33.9962, -118.4198)","[33.9962, -118.4198]",90066
1177249,10/23/2011,121,0500 1402 1601,13700    MARINA POINTE                DR,,"(33.9853, -118.444)","[33.9853, -118.444]",90292
1177546,11/01/2011,121,0416 1402,JEFFERSON                    BL,CENTINELA                    AV,"(33.9824, -118.4073)","[33.9824, -118.4073]",90094
1177610,11/03/2011,121,1402,BROOKS,OCEAN FRONT,"(33.9906, -118.4769)","[33.9906, -118.4769]",90291
1177664,10/19/2011,121,0516 0508 0500 0537 1814,00    REEF                         ST,,"(33.9697, -118.4585)","[33.9697, -118.4585]",90292
1178303,11/21/2011,121,1415,4700    LINCOLN                      BL,,"(33.9805, -118.439)","[33.9805, -118.439]",90292
1178671,12/18/2011,121,0500,12400 W  JEFFERSON                    BL,,"(33.9804, -118.4113)","[33.9804, -118.4113]",90094
1179010,01/20/2011,121,0400 0500 0527 0913 1402 1415 1817,11800    KLING                        ST,,"(34.1558, -118.39)","[34.1558, -118.39]",91607
1179021,01/23/2011,121,0400 0500 0527 1206 1262 1822,12800    VENTURA                      BL,,"(34.1448, -118.4117)","[34.1448, -118.4117]",91423
1179250,05/02/2011,121,0400 0515 0512 0510 0532 0527 1206 1402 1913 1823,3600    BARHAM                       BL,,"(34.1362, -118.342)","[34.1362, -118.342]",91608
1179339,06/15/2011,121,0361 0400 0515 0510 0551 0527 1259 1402 1415 1817,6500    BEEMAN                       AV,,"(34.189, -118.4072)","[34.189, -118.4072]",91606
1179438,08/14/2011,121,0416 0510 0500 0444 0527 0913 1259 1402 1415 1820,11000    CANTLAY                      ST,,"(34.2022, -118.372)","[34.2022, -118.372]",91606
1179442,08/13/2011,121,0400 0515 0500 0527 0913 1206 1259 1402 1415 1820,6000    LANKERSHIM                   BL,,"(34.1794, -118.3834)","[34.1794, -118.3834]",91606
1179486,09/09/2011,121,0537 0527 0913 1206 1402 1415 1817 1824,3600    BARHAM                       BL,,"(34.1362, -118.342)","[34.1362, -118.342]",91608
1179493,09/10/2011,121,0400 0509 0510 0536 0526 0527 0913 1402 1415 1820,11000    KITTRIDGE                    ST,,"(34.1903, -118.3703)","[34.1903, -118.3703]",91606
1179587,11/09/2011,121,0527 0906 0913 1206 1259 1415 1816 1814 2000 2001,11700    KITTRIDGE                    ST,,"(34.1903, -118.3877)","[34.1903, -118.3877]",91606
1180106,01/22/2011,121,0400 0522 0500 0527 0913 1206 1817 2002,11000    HUSTON                       ST,,"(34.1601, -118.3706)","[34.1601, -118.3706]",91601
1180712,02/10/2011,121,0369 0400 0510 0500 0538 0537 0527 0913 1804,4700    WHITSETT                     AV,,"(34.1558, -118.4052)","[34.1558, -118.4052]",91607
1180866,02/17/2011,121,0500 0913 1206 1251 1262 1259 1415 1414 1402 1820,VINELAND                     AV,CALIFA                       ST,"(34.1776, -118.3703)","[34.1776, -118.3703]",91601
1181008,02/02/2011,121,0500 0527 0913 1814,3600    BARHAM                       BL,,"(34.1362, -118.342)","[34.1362, -118.342]",91608
1181354,03/17/2011,121,0400 0510 0527 0526 0913 1206 1415 1814 2000 2002,4800    TUJUNGA                      AV,,"(34.1576, -118.379)","[34.1576, -118.379]",91602
1183021,03/09/2011,121,0400 0515 0518 0510 1206 1259 1817,6100    CASE                         AV,,"(34.1813, -118.3722)","[34.1813, -118.3722]",91601
1183100,05/20/2011,121,0104 0369 0443 0515 0520 0519 0527 1215 1309 1822,SHERMAN,LANKERSHIM,"(34.2012, -118.3878)","[34.2012, -118.3878]",91606
1183266,05/26/2011,121,0507 0523 0527 1022 1206 1309 1402 1415 1822 2001,11400    TIARA                        ST,,"(34.1785, -118.379)","[34.1785, -118.379]",91601
1183498,06/05/2011,121,0413 0500 0537 0527 0913 1206 1262 1259 1415 1817,RIVERSIDE                    DR,WHITSETT                     AV,"(34.1576, -118.4052)","[34.1576, -118.4052]",91607
1183599,04/15/2011,121,0400 0408 0512 0500 0527 1206 1262 1259 1820 1913,6600    LANKERSHIM                   BL,,"(34.1903, -118.3877)","[34.1903, -118.3877]",91606
1183917,06/12/2011,121,0400 0514 0500 0527 0913 1206 1817,3700    EUREKA                       DR,,"(34.1374, -118.3738)","[34.1374, -118.3738]",91602
1183960,06/21/2011,121,0400 0500 0533 0527,TUJUNGA                      AV,WEDDINGTON                   ST,"(34.167, -118.379)","[34.167, -118.379]",91601
1184191,06/06/2011,121,0342 0400 0500 0536 0527 1258 1822,13100    VANOWEN                      ST,,"(34.194, -118.4181)","[34.194, -118.4181]",91401
1184440,06/17/2011,121,0505 0501,6400    BELLINGHAM                   AV,,"(34.1867, -118.3987)","[34.1867, -118.3987]",91606
1184656,06/19/2011,121,0400 0512 0515 0510 0500 0527 1206 1415 1820 1802,11900    CHANDLER                     BL,,"(34.1684, -118.3921)","[34.1684, -118.3921]",91607
1184743,07/18/2011,121,0334 0411 0418 0515 0503 0522 1302 1310 1402 1415,6400    LANKERSHIM                   BL,,"(34.1867, -118.3878)","[34.1867, -118.3878]",91606
1184747,07/16/2011,121,0342 0400 0507 0501 0527 1206 1309 1402 1823 1822,11100    VENTURA                      BL,,"(34.1411, -118.372)","[34.1411, -118.372]",91602
1184790,07/19/2011,121,0305 0429 0443 0503 0444 0527 1218 1414 1415 1822,12000    VENTURA                      BL,,"(34.1436, -118.3929)","[34.1436, -118.3929]",91604
1185688,07/22/2011,121,0509 0537 0527 0522 0913 1206 1262 1802,12300    MOORPARK                     ST,,"(34.1504, -118.4008)","[34.1504, -118.4008]",91607
1185720,08/17/2011,121,0345 0416 0418 0514 0513 0542 0527 0913 1223 1268,4200    TUJUNGA                      AV,,"(34.145, -118.379)","[34.145, -118.379]",91602
1185984,08/22/2011,121,0400 0408 0527 1402 1415 1814 2000 2002,11100    MORRISON                     ST,,"(34.1608, -118.3721)","[34.1608, -118.3721]",91601
1186060,08/28/2011,121,0516 0510 0509 0551 0552 0537 0527 1259 1402 2002,11600    BURBANK                      BL,,"(34.1722, -118.3844)","[34.1722, -118.3844]",91601
1186079,09/05/2011,121,0400 0512 0537 0527 1206 1262 1402 1415 1823 1822,3700    BARHAM                       BL,,"(34.1389, -118.3416)","[34.1389, -118.3416]",91608
1186112,08/03/2011,121,0400 0500 0501 0503 0537 0527 1218 1817 1913,6700    MORELLA                      AV,,"(34.1921, -118.39)","[34.1921, -118.39]",91606
1186298,08/15/2011,121,0400 0509 0510 0500 0537 0536 0527 0913 1259 1817,11100    LEADWELL                     ST,,"(34.2039, -118.3725)","[34.2039, -118.3725]",91606
1187315,07/01/2011,121,0400 0413 0515 0507 0526 0527 0913 1206 1823,4300    IRVINE                       AV,,"(34.1479, -118.3856)","[34.1479, -118.3856]",91604
1187699,08/14/2011,121,0400 0500 0537 0527 0913 1262 1808,4300    COLDWATER CANYON             AV,,"(34.1482, -118.4138)","[34.1482, -118.4138]",91423
1187780,10/24/2011,121,0400 0408 0510 0500 0527 0913 1820 2001,5700    KLUMP                        AV,,"(34.1734, -118.3752)","[34.1734, -118.3752]",91601
1187981,11/16/2011,121,0400 0510 0527 0913 1310 1814 2000,VINELAND,WHIPPLE,"(34.1481, -118.3703)","[34.1481, -118.3703]",91602
1189207,02/07/2011,121,0515 0551 0532 0527 0526 1206 1415 1414 1817 2001,7600    GLENCREST                    DR,,"(34.2107, -118.3443)","[34.2107, -118.3443]",91504
1189340,04/30/2011,121,0321 0344 0405 0439 0526 0527 1415 1414 1402 1822,11100    ARMINTA                      ST,,"(34.2139, -118.3725)","[34.2139, -118.3725]",91605
1189380,05/22/2011,121,0416 1402 0419 1415 1300,11600    CANTARA                      ST,,"(34.2194, -118.3845)","[34.2194, -118.3845]",91605
1189529,09/02/2011,121,0424 0507 0444 0532 0527 1415 1814,11600    BORDEN                       AV,,"(34.2808, -118.4134)","[34.2808, -118.4134]",91331
1189561,09/23/2011,121,0512 0515 0444 0527 1206 1415 1820,11900    TERRA BELLA                  ST,,"(34.2774, -118.3921)","[34.2774, -118.3921]",91342
1189580,10/11/2011,121,0305 0421 0419 0507 0449 0527 1309 1310 1415 1822,11200    WICKS                        ST,,"(34.248, -118.3746)","[34.248, -118.3746]",91352
1189617,10/31/2011,121,0500 1402 1415,GREELEY,TUJUNGA CANYON,"(34.248, -118.2768)","[34.248, -118.2768]",91214
1189646,11/27/2011,121,0510 0503 0501 0532 0527 1206 1259 1415 1409 1817,10300    LAUREL CANYON                BL,,"(34.2573, -118.4306)","[34.2573, -118.4306]",91331
1190230,01/28/2011,121,1402 1415,11800    STAGG                        ST,,"(34.2121, -118.39)","[34.2121, -118.39]",91605
1190277,01/31/2011,121,0536 0532 0527 1415 1414 1402 1814,10200    NASSAU                       AV,,"(34.2543, -118.3105)","[34.2543, -118.3105]",91040
1190306,01/23/2011,121,0400 0500 0526 0527 1238 1309 1402 1415 1822,11700    SATICOY                      ST,,"(34.2085, -118.3878)","[34.2085, -118.3878]",91605
1190491,02/08/2011,121,1206 1259 1415 1409 1820 2002,11100    TAMARACK                     AV,,"(34.2725, -118.4336)","[34.2725, -118.4336]",91331
1190826,03/01/2011,121,0342 0416 0507 0510 0532 0527 1206 1259 1415 1822,8800    CRANFORD                     AV,,"(34.229, -118.405)","[34.229, -118.405]",91605
